Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
10509306195772,2014-02-24,2014-05-23,2014-05-23,"Search result's label's ""follow"" text not change while do changes from track labels",sohel,2014-02-28,Bugs,,Label Issues,
10509306195777,2014-02-24,,2014-02-24,also problem with view of label for follow/Unfollow,,,,,,"Search result's label's ""follow"" text not change while do changes from track labels"
10792583660671,2014-03-07,2014-03-24,2014-04-18,Track label => View => Save As Word/PDF,,,Bugs,,Label Issues,
10820251905530,2014-03-09,2014-03-24,2014-04-18,Save As Label with blank space,,,Bugs,,Label Issues,
10820251905533,2014-03-10,2014-03-24,2014-04-18,UK SPC View from Dashboard not working,,,Bugs,,Label Issues,
10893057931443,2014-03-12,2014-03-24,2014-04-18,"Track Label => View => Save As => Word or PDF, not working",,,Bugs,,Label Issues,
10893057931451,2014-03-12,2014-05-23,2014-05-23,"Shared Search, some times its also shows name of logged person to share.",,,Bugs,,Label Issues,
11092658678339,2014-03-20,2014-08-07,2014-08-07,Preserve order of label sections in version comparison,Amit,,,,Label Issues,
11092658678346,2014-03-20,2014-03-20,2014-03-20,,,,,,Label Issues,
10377390766099,2014-03-20,2014-08-08,2014-08-08,"Please remove shared search from ""N/A"" in my shared list (see screenshot)",sohel,,Low Priority,,Label Issues,
11092658678370,2014-03-20,2014-06-05,2014-06-05,Please add jpark@doctorevidence.com to Asana for label ,,,,,Label Issues,
14841543839633,2014-07-17,,2014-07-17,New Feature:,,,,,Label Issues,
42207113348308,2015-07-22,,2015-08-04,Ability to Compare Uploaded Documents to Older Versions of Approved Labels in the Database Side by Side,sohel,,"New Feature,Version Compare,Medium Priority,Upload",Feature requested by Celgene. ,Label Issues,
42207113348279,2015-07-22,,2015-07-28,"Ability to ""Version Compare"" Saved Documents",sohel,,"High Priority,Version Compare,Upload,Save Documents ","Need to add capability to use the version compare tool to compare two saved documents to each other, as discussed with Sohel today.
Thanks!
Katia",Label Issues,
35988027457264,2015-05-28,,2015-07-28,Ability to perform version comparison for uploaded documents,sohel,2015-07-17,"High Priority,Completed,Version Compare,Upload","https://app.asana.com/0/9322059614112/9322059614112 I would like to roughly get a sense of the timeline for the below request (i.e. 1 month? 2 months?).

Client would like to be able to perform version comparison (i.e. green and red highlighting for additions and deletions) for uploaded documents. We will assume that the documents have been mapped to US or UK labels. Is this possible without saving the document on our servers? 

Please let me know if you have an idea of the timeline required ASAP.

Thank you,

Toby",Label Issues,
20675451282144,2014-11-19,,2015-08-10,Ability to save regional labels ,sohel,,"High Priority,Completed,Upload",Give users option to save documents that are uploaded so they are available when they next log in. Requires interface for viewing/selecting documents that have been uploaded and saved.,Label Issues,
43450055730245,2015-07-31,,2015-07-31,Upload and Save of Multiple Types of Documents,sohel,,,"Sohel, I just want to make sure that we have capability to save CCDS and various Regional labels for the same client. Should we add option to select format? 

For Celgene, I want to upload and save CCDS, Canada PI and Australia PI. Just want to make sure it would work. 

Thanks!
Katia",Label Issues,
22570815245971,2014-12-16,,2015-01-27,Ability to cycle through highlighted terms,sohel,,"Search Query,Highlights,Low Priority","It would be useful to be able to cycle through highlighted terms within a label in the comparison panel -- particularly useful if it was possible to cycle through individual terms in the case that a label contains multiple different search terms. 

Low priority, let's discuss after new year.",Label Issues,
20675451282133,2014-11-19,,2015-02-13,PDF optimization for document upload ,sohel,2015-01-16,"High Priority,Upload",Ability to reliably upload PDF documents with correct mapping,Label Issues,
20675451282156,2014-11-19,,2014-11-20,Integration with EPAR documents ,Asif Solkar,,Medium Priority,Allow display of EPAR documents similar to PIL/FDA Docs,Label Issues,
20544786080544,2014-11-18,,2014-11-19,Allow searches on drug classes other than EPC,Asif Solkar,,"New Feature,High Priority,Search Query","https://app.asana.com/0/9322059614112/9322059614112 and team, can you please look into the idea of allowing for searches on drug classes besides EPC? This request has been made by a client user at Johnson & Johnson. The FDA does keep track of additional drug classes per label, as shown in the linked file below. One helpful piece of data might be the NDF-RT NUI code, which is a unique identifier per drug classification. Can you tell if this information is embeded in the SPL?

Link to FDA drug class files: http://www.fda.gov/downloads/ForIndustry/DataStandards/StructuredProductLabeling/UCM346147.zip

The specific use case here is being able to set up a recurring search for drugs that have not yet been approved in a given class. This functionality already exists, but the client needs to be able to search for drug classes besides EPC.

Thanks,

Toby",Label Issues,
20544786080554,2014-11-18,,2015-01-06,DailyMed Parity,Asif Solkar,,"New Feature,Search Query,Medium Priority","https://app.asana.com/0/9322059614112/9322059614112 and team, 

In general, we should try to have search feature parity with DailyMed. In the Advanced Search section of DailyMed, the below options are available. The ones we do not currently offer are:

• Ingredient 
• NDC Code
• Drug Class (besides EPC)

Let's keep these in mind as we look for ways to increase the flexibility of DOC Label.

Thanks,

Toby",Label Issues,
20029125949481,2014-11-12,,2014-11-12,Suggestions for searches yielding zero results,toby sayre,,,"Research method to return ""suggestions"" for searches that yield zero hits.",Label Issues,
20029125949448,2014-11-12,,2014-11-20,Export selected subsections ,Asif Solkar,,"Export Excel,Export Word,Medium Priority","https://app.asana.com/0/9322059614112/9322059614112 https://app.asana.com/0/799906860948/799906860948 

Would it be possible to add the ability to select which subsections will be exported to Word or Excel? I am envisioning an interface as in the crude mockup below. Let's discuss as an idea.

Thanks,

Toby",Label Issues,
20029125949463,2014-11-12,,2014-11-12,Drug class for UK Labels,Edan Shalev,,,"Edan, do you know if there is a source for drug class in the UK label data we receive?

Thanks,

Toby",Label Issues,
15778581667092,2014-08-26,,2014-11-10,Add link for UK labels to Excel and Word Exports,Asif Solkar,,"Export Excel,Export Word,Medium Priority","Can we add the link to the EMC site for UK labels in the header of Excel and Word exports? In the screenshot below, for example, we would link to this URL: https://www.medicines.org.uk/emc/medicine/27912",Label Issues,
16152698835289,2014-09-11,,2014-09-11,Generic label filter,Amit,,"New Feature,Filter By","https://app.asana.com/0/799906860948/799906860948 Is it possible to add a filter for generic labels? Have we identified a field that corresponds to whether a label is generic or branded?

https://app.asana.com/0/9408462834282/9408462834282, can you also look into this?

Thanks,

Toby",Label Issues,
16152698835300,2014-09-11,,2015-03-09,Search by Approval Date,Amit,,"New Feature,Search Query","https://app.asana.com/0/799906860948/799906860948 Is it possible to add the ability to search by drug approval date? Have we identified a field that contains the approval date of a drug? (Please note this is different from the revision date of a particular label.)

https://app.asana.com/0/9408462834282/9408462834282, can you also look into this?

Thanks,

Toby",Label Issues,
16152698835307,2014-09-11,,2014-09-11,,,,,,,Search by Approval Date
15778581667105,2014-08-26,,2014-08-26,Excel export over character limit,Asif Solkar,,"Export Excel,Medium Priority","Can we add the ability to deal with cases where the excel export is over the limit of characters for one cell? In the example below, the label section content is cut off because there are too many characters for the cell. Perhaps we can add a continuation row if there will be too many characters?",Label Issues,
15553026173652,2014-08-15,2014-10-30,2014-10-30,Interface for mapping Upload documents,sohel,,"Medium Priority,Upload","To remove some of the workload from the Cakewalk team, I would like to suggest that we add an interface to configure the mapping of uploaded documents in DOC Label. This would only be accessible by DRE staff. 

https://app.asana.com/0/9322059614112/9322059614112, Any idea on feasibility?

Thanks,

Toby",Label Issues,
10177839996780,2014-02-10,,2014-07-17,client says PIL are mappable to SPC sections - wants them mapped.,,,New Feature,"PIL SECTIONS

Example from PIL section:

1.
What Symbicort Turbohaler is and what it is used for   -
INDICATIONS AND USAGE
4. Possible side effects –
ADVERSE EVENTS
5. How to store Symbicort Turbohaler –
STORAGE AND HANDLING

Please investigate

e",Label Issues,
11092658678372,2014-03-20,,2014-07-17,Version comparison: ability to compare different sections from different versions,Edan Shalev,,"New Feature,to discuss","As a follow up to the Simponi comparison issue (see emails from 1/28/14), we need to be able to compare different sections between two versions. For example, when a the content from one section (e.g. patient package insert) gets moved to another section (e.g. instructions for use), we need to be able to compare those different sections for version changes. ",Label Issues,
10063605067687,2014-02-04,,2014-07-17,add search for full text of PIL - EMC has it,Ajay,,New Feature,"---------- Forwarded message ----------
From: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Date: Wed, Feb 5, 2014 at 4:26 AM
Subject: add search for full text of PIL - EMC has it
To: ""task@cakewalk.in <mailto:task@cakewalk.in>"" <task@cakewalk.in <mailto:task@cakewalk.in>>",Label Issues,
15357119637913,2014-08-07,,2014-11-10,Search filter for unapproved labels,sohel,,"High Priority,Search Query","Now that we are tagging unapproved labels with grey highlight, we need to add the ability to filter out those unapproved labels. My suggestion is a checkbox at the bottom of the search window that defaults to ""Show only Approved Labels"". Mockup in Screenshot.",Label Issues,
14841543839626,2014-07-17,,2014-07-17,Suggestion:,,,,,Label Issues,
14966173238077,2014-07-22,2014-11-11,2014-11-11,"Search ""Name of the Medicinal Product"" field for Title searches in UK labels?",Ajay,,"Suggestion,Search Query,Medium Priority","Can we use the ""Name of the Medicinal Product"" field when searching for titles in UK labels? Currently, a search for ""Fentanyl"" does not return the label shown below in screenshot, although it might be expected given the word ""Fentanyl"" appears in the field ""Name of the Medicinal Product.""

Ideally we would search on both the current field shown in header below, AND the ""Name of the Medicinal Product"" field.
",Label Issues,
11092658678358,2014-03-20,,2014-07-17,UK/US Section Mapping: Clinical Particulars vs. Clinical Studies,,,Suggestion,"We currently have Clinical Particulars in UK labels mapped to  Clinical Studies in US, but this is incorrect. Clinical Particulars is just the header for section 4 in UK, but there is never any content in the section (see screenshot).

Instead, I suggest that we map Clinical Studies (US) to the entire section 4 of UK label, which contains clinical study information in its subsections. Can we do this?
",Label Issues,
10626217657767,2014-02-28,,2014-07-17,Separate Search Parameters with Horizontal Bar,,,"Suggestion,Low Priority","When someone is crafting a new search the can select a parameter from the list. Some of these items can be selected together while others can only be selected individually (Date, Brand Name, Generic Name, Manufacturer, Label Title and Drug Class).

We should add some horizontal bar to help differentiate items that can be single selected versus multi-selected.",Label Issues,
10432099832521,2014-02-20,,2014-07-17,No suggestion in Quick Add while its in Search.,sohel,2014-02-27,"Suggestion,Low Priority",,Label Issues,
11093786265347,2014-03-20,,2014-07-17,Select any version of label to view and compare,Ajay,,"Suggestion,to discuss","This came as a suggestion from a potential labeling client who inquired about being able to search and compare the first versions of the labels. Confirmed with AbbVie today it would be useful to them as well.

Ideally, the user would be able to select ANY LABEL VERSION (not just the most recent one) to include as part of a comparison. 

Any thoughts on how difficult this could be?

Thanks, Katia",Label Issues,
10432099832593,2014-02-21,,2014-07-17,"In Saved Search only facility to create folder, Kindly provide facility to delete folder.",sohel,2014-02-27,"Suggestion,Low Priority",,Label Issues,
11116416415220,2014-03-21,2014-04-17,2014-04-18,Save as Word from View,Asif Solkar,,Bugs,,Label Issues,
10478486036624,2014-02-23,,2014-07-17,Blank Or n/a should not shown in user list,sohel,,"Suggestion,Low Priority",,Label Issues,
10173670469561,2014-02-10,2014-03-24,2014-03-24,Humira US + US export all sections to word = internal server error 500,,,,[cid:image001.png@01CF264C.B10839B0],Label Issues,
10253749571478,2014-02-12,2014-03-24,2014-04-18,Version Comparison Section Repeats,Ajay,,,"Amit, have you gotten a chance to look at this?

Thanks,

Toby

From: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Tuesday, February 11, 2014 at 11:04 AM

To: Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>, Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>, Label Issues <x&#43;9485337757538@mail.asana.com <mailto:x&#43;9485337757538@mail.asana.com>>

Cc: Katia Butylkova <katia@doctorevidence.com <mailto:katia@doctorevidence.com>>, Brittany Goettsch <bgoettsch@doctorevidence.com <mailto:bgoettsch@doctorevidence.com>>

Subject: Version Comparison Section Repeats

Guys,

We have the section repeat behavior in the version comparison tool. Please look at US Humira label version 1560 compared to 1415. Adverse reactions sections 6.1 and 6.2 have duplicate repeats.

My guess is it’s the same issue we found with the repeating codes. Please let me know.

Thanks,

Toby",Label Issues,
10173860124728,2014-02-10,2014-05-23,2014-05-23,IE 11 - upload CDS does not work,Ajay,,,,Label Issues,
10365729907552,2014-02-18,2014-03-24,2014-03-24,Bug with Label hightlight and matrix,Ajay,,Bugs,"1.
`
2.
Results = 80, however matrix report only has 71, missing 9 labels!
3.
Highlight for Headache did not appear in label (see screenshot)",Label Issues,
10630747898316,2014-02-28,2014-06-23,2014-06-23,Double Confirmation on Logout,Ajay,,Bugs,"When a user signs out of DOC Label they are given two confirmation prompts but they look a little different depending on the browser and functionality:

In IE (10,11, etc.):

1. Click Logout.
2. At the prompt click Stay on this page
3. User gets the exact same prompt

In Chrome (33,32):

1. Click Logout
2. At the prompt you'll see two confirmation messages (see the attached screen shot)

Not sure if these are the same or just similar problems. If you'd like them split into two bugs I can do that.",Label Issues,
14843059092227,2014-07-18,2014-07-21,2014-07-21,Missing spaces in Word export,Asif Solkar,,"High Priority,Completed,Export Word","In the Word export for certain labels, spaces between words are missing in many instances. As an example, export the JENTADUETO US label, and examine section 1.2 of indications & usage section. Screenshot attached.",Label Issues,
10377390766097,2014-02-19,,2014-07-23,Completed. To be Approved:,,,,,Label Issues,
10893057931440,2014-03-12,2014-07-29,2014-07-29,Show PIL not working properly with  hide unselected (show All),sohel,,"Bugs,Completed,Low Priority",,Label Issues,
10422773523359,2014-02-20,2014-07-28,2014-07-28,Can't cancel compare of two or more sections,Ajay,,"Bugs,Completed,Low Priority","Environment:
Windows 8.1 Enterprise
2.4 GHz Intel Xeon, 12GB RAM
Google Chrome 32.0.1700.107
Internet Explorer 11 & IE10

Problem: Once a user tries to compare two versions of the same label, they can't close window without being forced to do the comparison. (In other words they cant click cancel and back out).

Steps to reproduce:

1. Search for a label (Generic Name: penicillin)
2. Select a label that offers Comparison and click Compare
3. At the ""Change Version"" window try to click the ""x"" in the corner

Actual: prompted to make a choice of 2 versions

Expected: Comparison window to close

Note: There is a workaround for this - you can click the ""x"" in the corner of the larger (label) window and it will close. Seems like clicking the ""x"" of this window should do the same thing.

Second Note: the word ""compare"" is spelled wrong - ""comapre"".",Label Issues,
13139908870013,2014-06-16,2014-07-28,2014-07-28,Timeouts in Version Comparison,Ajay,,"Bugs,Completed,Version Compare,Low Priority","There was an issue with Kaletra version comparison, specifically when comparing V.1473 with V.1437 nothing came up for any section comparison during the training today (see screenshot, it was just blank). Unfortunately, we can't seem to replicate it now, but I thought I would report anyway.
Thanks.",Label Issues,
14952852420822,2014-07-21,2014-07-28,2014-07-28,Duplicate versions of generic name should be merged,Ajay,,"Completed,Search Query,Medium Priority","In generic name dropdown menu, multiple versions of the exact same word appear with different capitalization, see screenshot attached. These names should be merged, because there is no difference in meaning between the words.",Label Issues,
15360130439677,2014-08-07,2014-08-19,2014-08-21,Editing Saved Search,sohel,,"Completed,Saved Search,Low Priority","I ran into the two issues below when editing saved search: 

1. Cannot add another line in the search window when editing a saved search (both on glabel and label). 

2. Search innovator box is unchecked even though was checked off in the original search.

Thanks, 
Katia",Label Issues,
18904225994753,2014-10-28,2014-10-30,2014-10-30,Please upload Esbriet to DOC Label ,Asif Solkar,,"High Priority,Completed,Search Query,missing label","Esbriet   http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ab861c2-d5ca-4f92-854c-6477971a1b38

Esbriet is in DailyMed but not in DOC Label. 

Thanks,
Katia",Label Issues,
16126072381519,2014-09-10,2014-10-30,2014-10-30,Question: NDC and Orange Book,Asif Solkar,,"Completed,Low Priority","Sohel,  

Can you please clarify for me what information we are getting through the Orange book and what information we are getting through the NDC Database? 

Thanks!
Katia",Label Issues,
16152698835315,2014-09-11,2014-10-30,2014-10-30,Dosage search,sohel,,"High Priority,Completed,Search Query","Search for dosage is not currently working. In below example, I searched for ""adalimumab"" in generic name, and selected the corresponding option from dropdown menu in text field. However, nothing happens when clicking on dosage icon.

Also, is it possible to enable dosage for other types of searches besides generic name (low priority).",Label Issues,
16187695110245,2014-09-12,2014-10-30,2014-10-30,Export Search Results Report Count,Asif Solkar,,"Completed,Export Search Results,Low Priority","The Export Search Results report the total number of results that come back from the search query, even when you choose to export only selected labels (by clicking on the ""Show All""/""Hide Unselected"" button.

The statement could lead to confusion about the export, so could you modify the statement slight to say: ""### results found, ### results selected"" to more accurately reflect what is in the export?",Label Issues,
10893057931448,2014-03-12,2014-10-30,2014-10-30,"Order of results changes when searching with same query twice, filtering or showing PIL",sohel,,"Bugs,Completed,Low Priority","The order or results changes from ascending to descending, to random, and back on several occasions:

1. When you run the same query twice
2. When you change the Group by field (Generic Name, to None, to Generic Name)
3. When you clear a filter
4. When you check show PIL

This creates a confusing and frustrating environment to work with, especially if you have a large list of results (say more than 10). ",Label Issues,
15553026173636,2014-08-15,2014-09-10,2014-09-10,Celgene CCDS Mapping,Ajay,,"High Priority,Completed,Upload","Please map the attached Celgene CCDS document into DOC Label. Also, the Celgene client group (ID 56) will need to be configured with this upload option.",Label Issues,
15299358172456,2014-08-05,2014-08-24,2014-08-28,Exports not working in Internet Explorer 8,Asif Solkar,2014-08-08,"Completed,Export Matrix,Export Word","Please test in IE8 if possible.

Client wants to compare pregnancy sections in the US PI for the following products:   Zykadia, Purixan, Sylvant, Cyramza, Arzerra, Imbruvica, and Mekinist.
 
· able to export to Excel but not to Word (picked 5 labels)
· not able to export search Matrix

At Celgene the company policy is to use Internet Explorer 8, so they all have it set up as a default internet browser. Please let me know if you can replicate in IE8. I cant test on my Mac. ",Label Issues,
15583008986649,2014-08-18,2014-08-24,2014-08-24,UK labels not updated?,Ajay,,"Completed,Dashboard,Medium Priority","Looks like there are no new UK labels in the last week. Just wanted to check. 
Katia",Label Issues,
10063600997262,2014-02-04,2014-08-24,2014-08-24,PIL issue - pil above SPC - outside grouping,sohel,,"Low Priority,Completed","PIL issue - pil above SPC - outside grouping
",Label Issues,
15381314955944,2014-08-08,2014-08-18,2014-08-18,"Search term ""as early as"" not highlighted in IE8 or IE9",Asif Solkar,,"Bugs,High Priority,Completed,Highlights","Client is unable to see highlighted search term ""as early as"" in IE9, using the following steps:

1. Search Clinical Studies section (US list) for ""as early as""
2. Display label for FOSAMAX
3. Search term does not appear as highlighted.

Link to video showing client's screen with issue: https://dre.webex.com/dre/ldr.php?RCID=65305a10f23c6406ff4a18332e5d830f 

Screenshot also attached.
",Label Issues,
15477296389672,2014-08-13,2014-08-24,2014-08-24,Save as word in view for US label not working.,Asif Solkar,,"High Priority,Completed,View,Save as Word,Save As PDF","Step to reproduce :

1) Search with Any section : contains : medication error*
2) View any US label
3) Save as Word / PDF

Screenshot attached.

Please look into this.",Label Issues,
15359386928446,2014-08-07,2014-08-19,2014-08-19,Uploaded document filename ,sohel,,"Completed,Medium Priority,Upload","Please use the uploaded document filename as the title as it appears in the list of label search results. 

Screenshots show: 

1. Current title of document
2. Mockup of new titles (also see renaming from ""Cds"" to ""Uploaded Documents""
3. Filename from uploaded document

Thanks,

Toby",Label Issues,
15115142123624,2014-07-28,2014-08-25,2014-08-25,Autocomplete list isn't ordering on search,Ajay,,"Bugs,Completed,Search Query","When typing a search query for a Drug Name or Generic Name I would expect the list to filter and order based on my input (with the most likely match at the top and the least likely to match at the bottom). Instead the list seems random.

Steps to reproduce:
1. Do a search for either a generic drug or drug name 
2. Start typing in your drug name slowly
3. The autocomplete list (filter) appears to randomly list potential matches.

For example: Generic Name contains acetaminoph - the best match (and simplest) acetaminophen is the 5th selection. Why isn't it the 1st? 

Another example: Brand Name contains adva - the best match (and siplest) advair is the 7th selection. 

See the attached screen shot.",Label Issues,
15343270166877,2014-08-06,2014-08-24,2014-08-24,Search results un-sorted when Show PIL checked,sohel,,"Bugs,Completed,Search Results","Perform a search, group by none and you'll see the results of the search are sorted alphabetically. Now click the Show PIL option and now all of the results are sorted randomly.

Note: I thought there was an open bug for this already, but I can't find it. If I've duplicated the bug please link it to this one.",Label Issues,
15361234356248,2014-08-07,2014-08-24,2014-08-24,Search results count with and without PIL,sohel,,"Completed,Low Priority,Search Results","The count does not change whether you select or unselect PIL's. I think it might have already been fixed on glabel?

Katia",Label Issues,
15238979604146,2014-08-04,2014-08-18,2014-08-18,Zydelig- missing label,Asif Solkar,,"High Priority,Completed,Search Query","Zydelig label is recently approved (July 23) but available in DailyMed: 
http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=efbdafa9-d18c-4e85-b4a2-1e620fc74e50

Please upload asap for client. 

Thanks,
Katia",Label Issues,
15179639229962,2014-07-30,2014-08-18,2014-08-18,Word Export Column Width,Asif Solkar,,"High Priority,Completed,Export Word","Another question from Lauren below. Is there any way we can improve the way columns are sized in the Word Export?

Thank you, 
Katia

From: Lauren Langis
Date: Wednesday, July 30, 2014 at 10:23 AM
Subject: DOC Label Issue #2

To whom it may concern,

Another question I have is in regard to the exporting of comparator labels.  I have attempted to export 3 labels to Word.  Unfortunately, when it opens up in Word, the 3 columns all differ in width and 1&#381;2 of the 3rd column falls off the page.  I was able to resize the widths, etc., but is there a way to ensure that the comparison is nicely placed on the page so that I do not have to make these adjustments.

Below is a screen shot of the issue I describe above:

Regards,
Lauren M. Langis

",Label Issues,
15212764349699,2014-08-01,2014-08-13,2014-08-13,ALPROLIX and ELOCTATE Labels,Asif Solkar,,"High Priority,Completed,Search Query","Please upload these two additional plasma derivative labels. Client needs as soon as possible. 

Both Alprolix and Eloctate are available in Daily Med. 

http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1ae6e28d-7133-4c36-c949-4fdc82f210e9

http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bec39fa0-1524-4e6b-897f-db0ef093085e

Thank you,
Katia
 
",Label Issues,
15127065682638,2014-07-28,2014-08-18,2014-08-18,Search Matrix Blanks and Missing Labels,Asif Solkar,,"High Priority,Completed,Export Matrix","Search in contraindications sections brings in some results with blanks in this section. These labels seem to include the keyword used with a dash before it (ex. immuno-deficiency). See attached. 

Another issue with this search is the number of results: 541 results in browser and 393 labels in the export. 

Katia",Label Issues,
14966173238061,2014-07-22,2014-08-24,2014-08-24,Group and filter counts show zero (0) after new search,Ajay,,"Completed,Group By,Filter By,Low Priority","Count of groups and filters shows zero after new search. Steps to reproduce:

1. Run a search
2. Apply filter for term that does NOT exist in results
3. Run a new search
4. Now counts are incorrectly set to zero",Label Issues,
13410896328594,2014-06-26,2014-08-24,2014-08-24,Pregnancy Categories in Diabetes ,Asif Solkar,,"Completed,Export Matrix,Highlights,Medium Priority","Sorry I have to report another issue. Please see attached search matrix. Every label should have an entry in Pregnancy and Lactation section, based on search parameters, but there are quite a few blanks in this section. ",Label Issues,
11191172208896,2014-03-25,2014-08-18,2014-08-18,Change group by to list by for search results,Amit,,"Suggestion,Completed","When listing the search results-I would like to suggest renaming the ""Group by"" to ""List by"" and also rename ""None"" to ""Alphabetical"" in the dropdown. 

This suggestion comes from the Abbvie call today-the users were confused by ""none"" group.

Thank you!
Katia",Label Issues,
10919172879678,2014-03-12,2014-08-06,2014-08-06,PIL ordering,Ajay,,"Completed,Low Severity","We need to push the PIL function, but there is one issue I have found — in some cases, the PIL is before the SPC label, but it should always be after (screenshot below). Once this is fixed, please push the feature.

Thank you,

Toby",Label Issues,
15710116287838,2014-08-25,2014-08-27,2014-08-27,Extra blank line on News post,sohel,,"Bugs,Dashboard,IE","When a user logs into Label, the News section of the Dashboard has a post from 7/24/14. That latest post has an unnecessary blank line before the text of the news starts. This is a problem for most versions of IE and the latest versions of Firefox. Doesn't appear to be an issue in Chrome.

Background: I raised this issue in an email with Toby and Edan but I don't think anything came about. Toby said he didn't do anything different when creating the post but clearly there is something not quite right here.",Label Issues,
14762555475642,2014-07-15,2014-10-30,2014-10-30,Section Order in Version Comparison Tool,Ajay,,"Completed,Version Compare,Medium Priority","Could we have the order in version comparison correspond to the section order in specified in the bottom left corner? Another way is to provide an option to select  section order in the version comparison tool.  

In this case, I wanted to compare versions and display comparison in PLR order. I selected PLR order from dropdown in the bottom left corner, but I am getting the US alphabetized section order in the version comparison window. 

Katia",Label Issues,
15681233465713,2014-08-21,2014-10-30,2014-10-30,Missing cell value in Search Matrix Export,Asif Solkar,,"High Priority,Completed,Export Matrix","When the search below (screenshot) is run, and search matrix export generated, one of the terms ""conjunctiv*"" or ""hyperemia"" should appear under Adverse Reactions for each label. However, TIMOPTIC (row 69 in screenshot) does not have any term in that cell.",Label Issues,
19570084385610,2014-11-06,2014-11-10,2014-11-10,Upload Ofev to DOC Label,Asif Solkar,,"High Priority,Completed,Search Query","Please upload to DOC Label as soon as possible. We need this for Gilead ASAP.

ashttp://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da1c9f37-779e-4682-816f-93d0faa4cfc9

It does come up availalble for selection when I type Ofev in search field, but then i get a message that no results are found. 

Thank you,
Katia",Label Issues,
29181188860466,2015-03-12,,2015-03-17,Zarxio label not found,Asif Solkar,,"High Priority,Completed,Search Query","https://app.asana.com/0/9322059614112/9322059614112, we cannot find the ZARXIO label, which does appear on DailyMed. See screenshots below -- can this be resolved?

Thanks,

Toby",Label Issues,
28316712289037,2015-03-02,,2015-03-17,DOC Label Suggestion from Novartis User to Select All Sections for In-browser Comparison,Asif Solkar,,Completed,"Client would like to be able to select all of the label sections at once without having to click on them individually (21 mouse clicks) in order to highlight them. Similar to the export feature where
there  is a check box to select all sections.

Thanks

Katia",Label Issues,
21657715657729,2014-12-03,,2014-12-09,"New Section Order ""Combined List- UK order""",sohel,,"High Priority,Completed,Section Order List",,Label Issues,
20818871806425,2014-11-21,,2014-12-09,Celgene -Abraxane CCDS,sohel,,"High Priority,Completed,Upload","Please review the mapping for Abraxane. Sec 4.9 Overdose is not beeing mapped correctly, but appears as part of Sections 4.8 Undesirable Effects. ",Label Issues,
23364709548304,2015-01-06,2015-01-13,2015-01-13,Version Comparison Not Saving Word Export,Asif Solkar,,"High Priority,Completed,Version Compare","After performing version comparison between certain labels, no export file is generated by clicking ""Save As"" --> ""Word"".

Steps to reproduce:
1. Search for HUMIRA (US)
2. Compare most recent version (Sept 2014) to Sept 2011 version
3. Select All Sections
4. Click Save As  --> Word
5. No file downloaded (as tested in Safari, Chrome, Firefox on Mac)",Label Issues,
15518147254937,2014-08-14,,2014-12-09,client time outs on html compare,Asif Solkar,,"High Priority,Completed","This user has gotten 4 timeouts in a row on html compare - need to
increase performance or timeout period.

On 8/14/14, 8:35 AM, ""support"" <support@doctorevidence.com> wrote:

>EVP - Server Error
>** Application Information **
>---------------
>Application domain: /LM/W3SVC/7/ROOT-1-130524771814752490
>Trust level: Full
>Application Virtual Path: /
>Application Path: F:\WebRoot\LabelNew\
>Machine name: USWE-PRODWEB01
>
>
>** Events **
>---------------
>Event code: 3001
>Event message: The request has been aborted.
>Event time: 8/14/2014 8:35:02 AM
>Event time (UTC): 8/14/2014 3:35:02 PM
>Event ID: f8d6eca7433a4cb5a69e5e8442889adc
>Event sequence: 697
>Event occurrence: 4
>Event detail code: 0
>
>Process information:
>    Process ID: 10932
>    Process name: w3wp.exe
>    Account name: IIS APPPOOL\Label
>
>Exception information:
>    Exception type: System.Web.HttpException
>    Exception message: Request timed out.
>
>Request information:
>    Request URL: 
>http://label.doctorevidence.com/Views/Misc/htmlCompare.aspx?pid=25d4dfc2-8
>60d-4eb1-8403-5de0b7293e67&cid=25d4dfc2-860d-4eb1-8403-5de0b7293e67&countr
>y=us&setid=64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50
>    Request path: /Views/Misc/htmlCompare.aspx
>    User host address: 65.196.147.17
>    User: stacie.knight@biogenidec.com
>    Is authenticated: True
>    Authentication Type: Forms
>    Thread account name: IIS APPPOOL\Label
>
>Thread information:
>    Thread ID: 79
>    Thread account name: IIS APPPOOL\Label
>    Is impersonating: False
>    Stack trace: 
>
>
>
>---------------
>
>",Label Issues,
